Id,Sales
17979,7872.2314453125
18835,7639.50048828125
19691,9042.798828125
20547,10413.58203125
22259,6166.6650390625
23115,11098.33203125
23971,10942.3564453125
24827,10872.1328125
25683,11801.798828125
26539,13372.373046875
28251,6166.6650390625
29107,9227.525390625
29963,7872.2314453125
30819,7639.50048828125
31675,9042.798828125
32531,10413.58203125
34243,6166.6650390625
35099,11098.33203125
35955,10942.3564453125
36811,10872.1328125
37667,11801.798828125
38523,13372.373046875
40235,6166.6650390625
4,7138.736328125
860,6490.05322265625
1716,7511.6484375
2572,8735.1240234375
4284,3000.231689453125
5140,4628.791015625
5996,5389.0
6852,4545.19189453125
7708,4791.51123046875
8564,4876.34130859375
10276,3000.231689453125
11132,5781.58154296875
11988,7138.736328125
12844,6490.05322265625
13700,7511.6484375
14556,8735.1240234375
16268,3000.231689453125
17124,4434.369140625
17980,4899.693359375
18836,4196.35791015625
19692,4770.6005859375
20548,5625.33251953125
22260,3000.231689453125
23116,5755.8330078125
23972,7423.7138671875
24828,6440.7998046875
25684,6931.8662109375
26540,8228.4365234375
28252,3000.231689453125
29108,4434.369140625
29964,4899.693359375
30820,4196.35791015625
31676,4770.6005859375
32532,5625.33251953125
34244,3000.231689453125
35100,5755.8330078125
35956,7423.7138671875
36812,6440.7998046875
37668,6931.8662109375
38524,8228.4365234375
40236,3000.231689453125
5,6612.703125
861,6918.94677734375
1717,7563.2177734375
2573,9338.3994140625
4285,6066.1884765625
5141,5961.578125
5997,5313.00048828125
6853,5279.08935546875
7709,5190.07373046875
8565,5764.07373046875
10277,6066.1884765625
11133,7169.55322265625
11989,6612.703125
12845,6918.94677734375
13701,7563.2177734375
14557,9338.3994140625
16269,6066.1884765625
17125,5961.578125
17981,5313.00048828125
18837,5279.08935546875
19693,5190.07373046875
20549,5764.07373046875
22261,6066.1884765625
23117,7169.55322265625
23973,6612.703125
24829,6918.94677734375
25685,7563.2177734375
26541,9338.3994140625
28253,6066.1884765625
29109,5961.578125
29965,5313.00048828125
30821,5279.08935546875
31677,5890.904296875
32533,7012.3994140625
34245,6066.1884765625
35101,6867.81787109375
35957,7413.7138671875
36813,6983.7138671875
37669,7585.99951171875
38525,9595.5283203125
40237,6066.1884765625
6,5843.142578125
862,5945.39599609375
1718,6486.775390625
2574,7568.6484375
4286,4878.0185546875
5142,5124.5126953125
5998,4715.09814453125
6854,4835.3623046875
7710,4999.88427734375
8566,5236.27978515625
10278,4878.0185546875
11134,5999.49951171875
11990,5843.142578125
12846,5398.77001953125
13702,5918.28515625
14558,7024.53271484375
16270,4571.8642578125
17126,5304.9052734375
17982,4666.00048828125
18838,4453.0009765625
19694,5235.52685546875
20550,5956.53759765625
22262,4571.8642578125
23118,5957.23046875
23974,5847.7998046875
24830,5398.77001953125
25686,5918.28515625
26542,7024.53271484375
28254,4571.8642578125
29110,5304.9052734375
29966,4666.00048828125
30822,4453.0009765625
31678,5235.52685546875
32534,5956.53759765625
34246,4571.8642578125
35102,5957.23046875
35958,5847.7998046875
36814,5398.77001953125
37670,5918.28515625
38526,7024.53271484375
40238,4571.8642578125
7,8438.7705078125
863,9306.5166015625
1719,9386.595703125
2575,10392.7841796875
4287,6474.8662109375
5143,7431.9775390625
5999,7118.53564453125
6855,7399.51123046875
7711,6952.064453125
8567,7106.15966796875
10279,6474.8662109375
11135,8387.2900390625
11991,8438.7705078125
12847,9306.5166015625
13703,9386.595703125
14559,10392.7841796875
16271,6474.8662109375
17127,7391.369140625
17983,6691.77001953125
18839,7032.92919921875
19695,7530.3994140625
20551,9891.1650390625
22263,6474.8662109375
23119,8381.2490234375
23975,9326.6416015625
24831,9967.130859375
25687,9100.732421875
26543,10035.8115234375
28255,6474.8662109375
29111,7391.369140625
29967,6691.77001953125
30823,7032.92919921875
31679,7530.3994140625
32535,9891.1650390625
34247,6474.8662109375
35103,8381.2490234375
35959,9326.6416015625
36815,9967.130859375
37671,9100.732421875
38527,10035.8115234375
40239,6474.8662109375
8,8340.47265625
864,8834.677734375
1720,9562.15625
2576,11369.3916015625
4288,6383.8212890625
5144,6251.837890625
6000,5976.837890625
6856,6053.2333984375
7712,5896.66015625
8568,6130.705078125
10280,6383.8212890625
11136,8275.9443359375
11992,8340.47265625
12848,8834.677734375
13704,9562.15625
14560,11369.3916015625
16272,6383.8212890625
17128,6261.94775390625
17984,5722.8466796875
18840,5708.85791015625
19696,6202.06591796875
20552,7757.49951171875
22264,6383.8212890625
23120,8267.9150390625
23976,9102.6416015625
24832,9154.931640625
25688,8877.5986328125
26544,10873.1240234375
28256,6383.8212890625
29112,6261.94775390625
29968,5722.8466796875
30824,5708.85791015625
31680,6202.06591796875
32536,7757.49951171875
34248,6383.8212890625
35104,8267.9150390625
35960,9102.6416015625
36816,9154.931640625
37672,8877.5986328125
38528,10873.1240234375
40240,6383.8212890625
9,5496.44384765625
865,6069.99951171875
1721,6430.44384765625
2577,8146.7490234375
4289,4549.72265625
5145,3887.642822265625
6001,3706.083740234375
6857,3550.750244140625
7713,3635.384765625
8569,4596.71337890625
10281,4549.72265625
11137,6673.0
11993,6107.8564453125
12849,6794.9990234375
13705,6384.7265625
14561,8146.7490234375
16273,4549.72265625
17129,3887.642822265625
17985,3706.083740234375
18841,3550.750244140625
19697,3635.384765625
20553,4596.71337890625
22265,4549.72265625
23121,6673.0
23977,6107.8564453125
24833,6794.9990234375
25689,6384.7265625
26545,8146.7490234375
29113,3887.642822265625
29969,3706.083740234375
30825,3550.750244140625
31681,3635.384765625
32537,4596.71337890625
35105,6673.0
35961,6107.8564453125
36817,6794.9990234375
37673,6384.7265625
38529,8146.7490234375
40241,4549.72265625
10,6160.72216796875
866,6216.15673828125
1722,6850.41748046875
2578,8041.52685546875
4290,3516.8046875
5146,5311.35595703125
6002,4806.634765625
6858,4807.11181640625
7714,4752.4638671875
8570,5257.5126953125
10282,3516.8046875
11138,6458.4638671875
11994,6160.72216796875
12850,6216.15673828125
13706,6850.41748046875
14562,8041.52685546875
16274,3516.8046875
17130,5311.35595703125
17986,4806.634765625
18842,4807.11181640625
19698,4752.4638671875
20554,5257.5126953125
22266,3516.8046875
23122,6458.4638671875
23978,6160.72216796875
24834,6216.15673828125
25690,6850.41748046875
26546,8041.52685546875
28258,3516.8046875
29114,5311.35595703125
29970,4806.634765625
30826,4807.11181640625
31682,5133.7138671875
32538,5896.33251953125
34250,3516.8046875
35106,5797.63623046875
35962,6145.92578125
36818,5787.14453125
37674,6770.47021484375
38530,7680.47021484375
40242,3516.8046875
11,7198.08740234375
867,7114.5888671875
1723,7875.05224609375
2579,9221.1064453125
4291,5762.1572265625
5147,6349.00048828125
6003,5584.0703125
6859,5415.5322265625
7715,5209.681640625
8571,5498.34130859375
10283,5762.1572265625
11139,7797.61767578125
11995,7198.08740234375
12851,7114.5888671875
13707,7875.05224609375
14563,9221.1064453125
16275,5762.1572265625
17131,6032.7373046875
17987,5292.154296875
18843,4875.6435546875
19699,5588.6669921875
20555,7198.99951171875
22267,5762.1572265625
23123,7760.666015625
23979,8098.71337890625
24835,7784.46630859375
25691,7640.19970703125
26547,8895.8115234375
28259,5762.1572265625
29115,6032.7373046875
29971,5292.154296875
30827,4875.6435546875
31683,5588.6669921875
32539,7198.99951171875
34251,5762.1572265625
35107,7760.666015625
35963,8098.71337890625
36819,7784.46630859375
37675,7640.19970703125
38531,8895.8115234375
40243,5762.1572265625
12,8322.701171875
868,8783.7451171875
1724,9565.5078125
2580,10651.2578125
4292,5323.5869140625
5148,6540.00048828125
6004,6529.12548828125
6860,6570.00048828125
7716,7238.00048828125
8572,8162.916015625
10284,5323.5869140625
11140,8553.2724609375
11996,8889.271484375
12852,9001.4150390625
13708,9093.166015625
14564,10538.6923828125
16276,5323.5869140625
17132,6540.00048828125
17988,6529.12548828125
18844,6570.00048828125
19700,7238.00048828125
20556,8162.916015625
22268,5323.5869140625
23124,8553.2724609375
23980,8889.271484375
24836,9001.4150390625
25692,9093.166015625
26548,10538.6923828125
28260,5323.5869140625
29116,6540.00048828125
29972,6529.12548828125
30828,6570.00048828125
31684,7238.00048828125
32540,8162.916015625
34252,5323.5869140625
35108,8553.2724609375
35964,8889.271484375
36820,9001.4150390625
37676,9093.166015625
38532,10538.6923828125
40244,5323.5869140625
13,7264.86962890625
869,7335.630859375
1725,7958.2900390625
2581,9569.689453125
4293,4276.4443359375
5149,6334.08935546875
6005,5652.78125
6861,5541.044921875
7717,5470.17138671875
8573,5677.97607421875
10285,4276.4443359375
11141,7638.57080078125
11997,7264.86962890625
12853,7335.630859375
13709,7958.2900390625
14565,9569.689453125
16277,4276.4443359375
17133,6334.08935546875
17989,5652.78125
18845,5541.044921875
19701,5470.17138671875
20557,5677.97607421875
22269,4276.4443359375
23125,7638.57080078125
23981,7264.86962890625
24837,7335.630859375
25693,7958.2900390625
26549,9569.689453125
28261,4276.4443359375
29117,6334.08935546875
29973,5652.78125
30829,5541.044921875
31685,5703.4765625
32541,6469.1328125
34253,4276.4443359375
35109,6903.99951171875
35965,7650.92724609375
36821,7457.8564453125
37677,7956.1171875
38533,9470.5869140625
40245,4276.4443359375
14,9222.384765625
870,8471.37109375
1726,9284.443359375
2582,10149.4150390625
4294,5376.39892578125
5150,6297.8583984375
6006,8088.7685546875
6862,7598.50048828125
7718,7153.38525390625
8574,8393.5703125
10286,5376.39892578125
11142,7961.62451171875
11998,9439.5693359375
12854,9001.2490234375
13710,8817.365234375
14566,10149.4150390625
16278,5376.39892578125
17134,6297.8583984375
17990,8088.7685546875
18846,7598.50048828125
19702,7153.38525390625
20558,8393.5703125
22270,5376.39892578125
23126,7961.62451171875
23982,9439.5693359375
24838,9001.2490234375
25694,8817.365234375
26550,10149.4150390625
29118,6297.8583984375
29974,8088.7685546875
30830,7598.50048828125
31686,7153.38525390625
32542,8393.5703125
34254,5376.39892578125
35110,7961.62451171875
35966,9439.5693359375
36822,9001.2490234375
37678,8817.365234375
38534,10149.4150390625
40246,5376.39892578125
15,6197.50830078125
871,6106.28759765625
1727,7056.20263671875
2583,8631.9296875
4295,5119.0078125
5151,4118.41259765625
6007,3821.000244140625
6863,3625.294677734375
7719,4059.444580078125
8575,4978.33251953125
10287,5119.0078125
11143,6865.18115234375
11999,6653.72705078125
12855,6540.0830078125
13711,7187.58251953125
14567,8409.921875
16279,5119.0078125
17135,4118.41259765625
17991,3821.000244140625
18847,3625.294677734375
19703,4059.444580078125
20559,4978.33251953125
22271,5119.0078125
23127,6865.18115234375
23983,6653.72705078125
24839,6540.0830078125
25695,7187.58251953125
26551,8409.921875
28263,5119.0078125
29119,4118.41259765625
29975,3821.000244140625
30831,3625.294677734375
31687,4059.444580078125
32543,4978.33251953125
34255,5119.0078125
35111,6865.18115234375
35967,6653.72705078125
36823,6540.0830078125
37679,7187.58251953125
38535,8409.921875
40247,5119.0078125
16,4893.6357421875
872,4881.0673828125
1728,5495.06591796875
2584,6560.416015625
4296,3428.185546875
5152,4104.00048828125
6008,3852.154296875
6864,3548.41748046875
7720,3774.154052734375
8576,5020.28515625
10288,3428.185546875
11144,5978.623046875
12000,5481.7138671875
12856,5241.74951171875
13712,5156.00048828125
14568,6560.416015625
16280,3428.185546875
17136,4104.00048828125
17992,3852.154296875
18848,3548.41748046875
19704,3774.154052734375
20560,5020.28515625
22272,3428.185546875
23128,5978.623046875
23984,5481.7138671875
24840,5241.74951171875
25696,5156.00048828125
26552,6560.416015625
29120,4104.00048828125
29976,3852.154296875
30832,3548.41748046875
31688,3774.154052734375
32544,5020.28515625
34256,3428.185546875
35112,5978.623046875
35968,5481.7138671875
36824,5241.74951171875
37680,5156.00048828125
38536,6560.416015625
40248,3428.185546875
17,6217.591796875
873,6163.24951171875
1729,6500.54345703125
2585,8468.0693359375
4297,4636.54931640625
5153,5062.93359375
6009,4292.55859375
6865,4213.50048828125
7721,3882.291748046875
8577,4242.66748046875
10289,4636.54931640625
11145,5928.00048828125
12001,6421.8564453125
12857,6306.46630859375
13713,6613.39892578125
14569,8413.19921875
16281,4636.54931640625
17137,4944.50048828125
17993,4391.30810546875
18849,4070.23095703125
19705,4450.99951171875
20561,5623.18115234375
22273,4636.54931640625
23129,5928.00048828125
23985,6421.8564453125
24841,6306.46630859375
25697,6613.39892578125
26553,8413.19921875
28265,4636.54931640625
29121,4944.50048828125
29977,4391.30810546875
30833,4070.23095703125
31689,4450.99951171875
32545,5623.18115234375
34257,4636.54931640625
35113,5928.00048828125
35969,6421.8564453125
36825,6306.46630859375
37681,6613.39892578125
38537,8413.19921875
40249,4636.54931640625
18,9935.2392578125
874,10614.8583984375
1730,10981.0712890625
2586,13812.76171875
4298,7420.39892578125
5154,8984.4013671875
6010,7549.02392578125
6866,7696.1337890625
7722,7241.95263671875
8578,7635.90283203125
10290,7420.39892578125
11146,10928.73046875
12002,9935.2392578125
12858,10614.8583984375
13714,10981.0712890625
14570,13812.76171875
16282,7420.39892578125
17138,8984.4013671875
17994,7549.02392578125
18850,7696.1337890625
19706,7241.95263671875
20562,7635.90283203125
22274,7420.39892578125
23130,10928.73046875
23986,9935.2392578125
24842,10614.8583984375
25698,10981.0712890625
26554,13812.76171875
28266,7420.39892578125
29122,8984.4013671875
29978,7549.02392578125
30834,7696.1337890625
31690,8466.951171875
32546,10254.931640625
34258,7420.39892578125
35114,10557.8173828125
35970,10778.4990234375
36826,10769.0693359375
37682,11517.5859375
38538,13450.4697265625
40250,7420.39892578125
19,12428.556640625
875,12267.4716796875
1731,13392.130859375
2587,15275.33203125
4299,9106.2802734375
5155,10963.0712890625
6011,9282.642578125
6867,9282.5361328125
7723,9094.9501953125
8579,10436.6328125
10291,9106.2802734375
11147,11963.0732421875
12003,12428.556640625
12859,12267.4716796875
13715,13392.130859375
14571,15275.33203125
16283,9106.2802734375
17139,10963.0712890625
17995,9282.642578125
18851,9282.5361328125
19707,9094.9501953125
20563,10436.6328125
22275,9106.2802734375
23131,11963.0732421875
23987,12428.556640625
24843,12267.4716796875
25699,13392.130859375
26555,15275.33203125
28267,9106.2802734375
29123,10963.0712890625
29979,9282.642578125
30835,9282.5361328125
31691,10281.6181640625
32547,11848.6650390625
34259,9106.2802734375
35115,11072.365234375
35971,12829.8564453125
36827,11737.3564453125
37683,13421.3515625
38539,14441.234375
40251,9106.2802734375
20,10418.5732421875
876,10901.173828125
1732,12262.2353515625
2588,14520.7080078125
4300,7533.63232421875
5156,8206.2451171875
6012,7172.00048828125
6868,7081.17822265625
7724,7317.97607421875
8580,7315.7568359375
10292,7533.63232421875
11148,10782.4091796875
12004,10418.5732421875
12860,10901.173828125
13716,12262.2353515625
14572,14520.7080078125
16284,7533.63232421875
17140,8206.2451171875
17996,7172.00048828125
18852,7081.17822265625
19708,7317.97607421875
20564,7315.7568359375
22276,7533.63232421875
23132,10782.4091796875
23988,10418.5732421875
24844,10901.173828125
25700,12262.2353515625
26556,14520.7080078125
28268,7533.63232421875
29124,8206.2451171875
29980,7172.00048828125
30836,7081.17822265625
31692,8081.6669921875
32548,9563.5986328125
34260,7533.63232421875
35116,10105.2744140625
35972,11033.5703125
36828,11064.927734375
37684,13044.1748046875
38540,14070.9404296875
40252,7533.63232421875
21,7548.48095703125
877,7955.771484375
1733,8729.271484375
2589,11786.435546875
4301,6992.27880859375
5157,6351.22265625
6013,5448.341796875
6869,5610.578125
7725,5405.31787109375
8581,5753.85400390625
10293,6992.27880859375
11149,7923.49951171875
12005,7548.48095703125
12861,7955.771484375
13717,8729.271484375
14573,11786.435546875
16285,6992.27880859375
17141,6351.22265625
17997,5448.341796875
18853,5610.578125
19709,5405.31787109375
20565,5753.85400390625
22277,6992.27880859375
23133,7923.49951171875
23989,7548.48095703125
24845,7955.771484375
25701,8729.271484375
26557,11786.435546875
28269,6992.27880859375
29125,6351.22265625
29981,5448.341796875
30837,5610.578125
31693,6134.33251953125
32549,7218.26708984375
34261,6992.27880859375
35117,7499.36328125
35973,7867.49951171875
36829,8170.5703125
37685,8579.29296875
38541,11868.880859375
40253,6992.27880859375
22,6239.16650390625
878,5592.99951171875
1734,7197.61767578125
2590,7634.65966796875
4302,4788.458984375
5158,4323.55615234375
6014,4493.80517578125
6870,4029.778076171875
7726,4471.5615234375
8582,4024.09814453125
10294,4788.458984375
11150,5227.58984375
12006,6239.16650390625
12862,5592.99951171875
13718,7197.61767578125
14574,7634.65966796875
16286,4788.458984375
17142,4323.55615234375
17998,4493.80517578125
18854,4029.778076171875
19710,4471.5615234375
20566,4024.09814453125
22278,4788.458984375
23134,5227.58984375
23990,6239.16650390625
24846,5592.99951171875
25702,7197.61767578125
26558,7634.65966796875
28270,4788.458984375
29126,4323.55615234375
29982,4493.80517578125
30838,4029.778076171875
31694,4591.04833984375
32550,4701.99951171875
34262,4788.458984375
35118,4648.455078125
35974,6309.21337890625
36830,5620.78515625
37686,6816.2939453125
38542,7176.82275390625
40254,4788.458984375
23,6213.05224609375
879,6248.142578125
1735,6559.50830078125
2591,7457.05322265625
4303,5605.5751953125
5159,5636.76806640625
6015,4854.79150390625
6871,4687.1494140625
7727,4520.02197265625
8583,4697.72802734375
10295,5605.5751953125
11151,6754.599609375
12007,6213.05224609375
12863,6248.142578125
13719,6559.50830078125
14575,7457.05322265625
16287,5605.5751953125
17143,5756.8427734375
17999,4753.5390625
18855,4440.78662109375
19711,5144.26611328125
20567,6453.24951171875
22279,5605.5751953125
23135,6808.916015625
23991,6964.78515625
24847,6660.3330078125
25703,6488.99951171875
26559,7686.74951171875
28271,5605.5751953125
29127,5756.8427734375
29983,4753.5390625
30839,4440.78662109375
31695,5144.26611328125
32551,6453.24951171875
34263,5605.5751953125
35119,6808.916015625
35975,6964.78515625
36831,6660.3330078125
37687,6488.99951171875
38543,7686.74951171875
40255,5605.5751953125
24,4634.421875
880,5067.294921875
1736,5483.1103515625
2592,5856.99951171875
4304,2364.305908203125
5160,3426.7861328125
6016,3479.9169921875
6872,3681.499755859375
7728,3580.307861328125
8584,4277.99951171875
10296,2364.305908203125
11152,5003.99951171875
12008,4967.28564453125
12864,5323.08251953125
13720,4937.6357421875
14576,5856.99951171875
16288,2364.305908203125
17144,3426.7861328125
18000,3479.9169921875
18856,3681.499755859375
19712,3580.307861328125
20568,4277.99951171875
22280,2364.305908203125
23136,5003.99951171875
23992,4967.28564453125
24848,5323.08251953125
25704,4937.6357421875
26560,5856.99951171875
29128,3426.7861328125
29984,3479.9169921875
30840,3681.499755859375
31696,3580.307861328125
32552,4277.99951171875
35120,5003.99951171875
35976,4967.28564453125
36832,5323.08251953125
37688,4937.6357421875
38544,5856.99951171875
40256,2364.305908203125
25,8612.6474609375
881,8935.26171875
1737,9657.0166015625
2593,11020.4345703125
4305,8605.9541015625
5161,7768.44482421875
6017,6735.634765625
6873,6860.2216796875
7729,6571.14697265625
8585,7183.4638671875
10297,8605.9541015625
11153,9147.5166015625
12009,8612.6474609375
12865,8935.26171875
13721,9657.0166015625
14577,11020.4345703125
16289,8605.9541015625
17145,7768.44482421875
18001,6735.634765625
18857,6860.2216796875
19713,6571.14697265625
20569,7183.4638671875
22281,8605.9541015625
23137,9147.5166015625
23993,8612.6474609375
24849,8935.26171875
25705,9657.0166015625
26561,11020.4345703125
28273,8605.9541015625
29129,7768.44482421875
29985,6735.634765625
30841,6860.2216796875
31697,7599.8564453125
32553,8681.865234375
34265,8605.9541015625
35121,8465.08984375
35977,9044.6416015625
36833,8750.2841796875
37689,9531.5869140625
38545,10836.41015625
40257,8605.9541015625
26,10883.2763671875
882,10962.5078125
1738,11619.1259765625
2594,15332.8720703125
4306,7822.91015625
5162,8610.91015625
6018,7342.90283203125
6874,7352.7783203125
7730,7073.6103515625
8586,7731.830078125
10298,7822.91015625
11154,11124.9453125
12010,10883.2763671875
12866,10962.5078125
13722,11619.1259765625
14578,15332.8720703125
16290,7822.91015625
17146,8610.91015625
18002,7342.90283203125
18858,7352.7783203125
19714,7073.6103515625
20570,7731.830078125
22282,7822.91015625
23138,11124.9453125
23994,10883.2763671875
24850,10962.5078125
25706,11619.1259765625
26562,15332.8720703125
28274,7822.91015625
29130,8610.91015625
29986,7342.90283203125
30842,7352.7783203125
31698,8039.857421875
32554,9681.865234375
34266,7822.91015625
35122,10961.1806640625
35978,11440.427734375
36834,10610.1416015625
37690,12764.705078125
38546,15713.4697265625
40258,7822.91015625
27,9439.9765625
883,9668.658203125
1739,10069.7099609375
2595,10880.9150390625
4307,9617.37890625
5163,8210.0009765625
6019,7943.5390625
6875,8502.1650390625
7731,8313.30859375
8587,9993.427734375
10299,9617.37890625
11155,10667.373046875
12011,10579.4267578125
12867,10210.58203125
13723,9758.08984375
14579,10880.9150390625
16291,9617.37890625
17147,8210.0009765625
18003,7943.5390625
18859,8502.1650390625
19715,8313.30859375
20571,9993.427734375
22283,9617.37890625
23139,10667.373046875
23995,10579.4267578125
24851,10210.58203125
25707,9758.08984375
26563,10880.9150390625
29131,8210.0009765625
29987,7943.5390625
30843,8502.1650390625
31699,8313.30859375
32555,9993.427734375
34267,9617.37890625
35123,10667.373046875
35979,10579.4267578125
36835,10210.58203125
37691,9758.08984375
38547,10880.9150390625
40259,9617.37890625
28,6193.1474609375
884,6685.82421875
1740,7359.67236328125
2596,9493.908203125
4308,6213.49560546875
5164,4996.3115234375
6020,4094.049072265625
6876,4132.35498046875
7732,3978.3916015625
8588,4190.4150390625
10300,6213.49560546875
11156,6623.0888671875
12012,6193.1474609375
12868,6685.82421875
13724,7359.67236328125
14580,9493.908203125
16292,6213.49560546875
17148,4996.3115234375
18004,4094.049072265625
18860,4132.35498046875
19716,3978.3916015625
20572,4190.4150390625
22284,6213.49560546875
23140,6623.0888671875
23996,6193.1474609375
24852,6685.82421875
25708,7359.67236328125
26564,9493.908203125
28276,6213.49560546875
29132,4996.3115234375
29988,4094.049072265625
30844,4132.35498046875
31700,4729.76025390625
32556,5232.400390625
34268,6213.49560546875
35124,6167.72705078125
35980,6461.2138671875
36836,6941.28515625
37692,7221.70556640625
38548,9851.5869140625
40260,6213.49560546875
29,5505.740234375
885,5932.2626953125
1741,6505.2177734375
2597,8409.671875
4309,2979.285888671875
5165,4110.37841796875
6021,3748.1953125
6877,3972.800048828125
7733,3774.70751953125
8589,3887.390380859375
10301,2979.285888671875
11157,5259.16015625
12013,5505.740234375
12869,5932.2626953125
13725,6505.2177734375
14581,8409.671875
16293,2979.285888671875
17149,4110.37841796875
18005,3748.1953125
18861,3972.800048828125
19717,3774.70751953125
20573,3887.390380859375
22285,2979.285888671875
23141,5259.16015625
23997,5505.740234375
24853,5932.2626953125
25709,6505.2177734375
26565,8409.671875
28277,2979.285888671875
29133,4110.37841796875
29989,3748.1953125
30845,3972.800048828125
31701,4135.2861328125
32557,4778.73388671875
34269,2979.285888671875
35125,5229.99951171875
35981,5786.99951171875
36837,6042.99951171875
37693,6357.8232421875
38549,7945.70556640625
40261,2979.285888671875
30,5144.7587890625
886,4914.876953125
1742,5714.14501953125
2598,5955.30126953125
4310,5423.67626953125
5166,4198.2890625
6022,3926.341796875
6878,3837.044677734375
7734,3940.85400390625
8590,3879.275390625
10302,5423.67626953125
11158,5062.55322265625
12014,5144.7587890625
12870,4914.876953125
13726,5714.14501953125
14582,5955.30126953125
16294,5423.67626953125
17150,4198.2890625
18006,3926.341796875
18862,3837.044677734375
19718,3940.85400390625
20574,3879.275390625
22286,5423.67626953125
23142,5062.55322265625
23998,5144.7587890625
24854,4914.876953125
25710,5714.14501953125
26566,5955.30126953125
28278,5423.67626953125
29134,4198.2890625
29990,3926.341796875
30846,3837.044677734375
31702,4382.76220703125
32558,4870.466796875
34270,5423.67626953125
35126,4912.4541015625
35982,5570.07080078125
36838,5325.28515625
37694,6039.1171875
38550,5919.99951171875
40262,5423.67626953125
31,5539.53271484375
887,5428.84033203125
1743,5557.2216796875
2599,7914.08251953125
4311,5368.58251953125
5167,5312.57177734375
6023,4625.61572265625
6879,4560.583984375
7735,4654.3837890625
8591,6340.8564453125
10303,5368.58251953125
11159,6497.12451171875
12015,6598.14208984375
12871,6187.91650390625
13727,6122.63623046875
14583,7914.08251953125
16295,5368.58251953125
17151,5312.57177734375
18007,4625.61572265625
18863,4560.583984375
19719,4654.3837890625
20575,6340.8564453125
22287,5368.58251953125
23143,6497.12451171875
23999,6598.14208984375
24855,6187.91650390625
25711,6122.63623046875
26567,7914.08251953125
29135,5312.57177734375
29991,4625.61572265625
30847,4560.583984375
31703,4654.3837890625
32559,6340.8564453125
34271,5368.58251953125
35127,6497.12451171875
35983,6598.14208984375
36839,6187.91650390625
37695,6122.63623046875
38551,7914.08251953125
40263,5368.58251953125
32,11008.2021484375
888,12009.7353515625
1744,12037.0537109375
2600,14233.0712890625
4312,8356.0087890625
5168,9221.5341796875
6024,8341.025390625
6880,8929.1123046875
7736,8128.537109375
8592,8651.513671875
10304,8356.0087890625
11160,11268.4091796875
12016,11008.2021484375
12872,12009.7353515625
13728,12037.0537109375
14584,14233.0712890625
16296,8356.0087890625
17152,9221.5341796875
18008,8341.025390625
18864,8929.1123046875
19720,8128.537109375
20576,8651.513671875
22288,8356.0087890625
23144,11268.4091796875
24000,11008.2021484375
24856,12009.7353515625
25712,12037.0537109375
26568,14233.0712890625
28280,8356.0087890625
29136,9221.5341796875
29992,8341.025390625
30848,8929.1123046875
31704,8882.0966796875
32560,10208.732421875
34272,8356.0087890625
35128,10274.0009765625
35984,11318.7841796875
36840,12074.212890625
37696,12399.1748046875
38552,14132.05859375
40264,8356.0087890625
33,7746.2216796875
889,7804.99951171875
1745,8559.1259765625
2601,10052.5263671875
4313,4707.37646484375
5169,6337.64501953125
6025,5580.02490234375
6881,5753.15625
7737,5531.732421875
8593,5913.8544921875
